Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
MSY,CAE,4,400,474,4,601,1168547,732558
LAX,CAE,1,174,183,1,2130,25536790,732558
PFN,CAE,1,13,50,1,371,163802,732558
DTW,CAE,13,25186,34836,696,583,8847562,732558
ORD,CAE,20,43333,64895,1293,666,19031272,732558
ATL,CAE,57,132101,183705,2585,191,5385586,732558
AGS,CAE,2,110,192,2,63,534612,732558
NZY,CAE,1,58,173,1,2079,3019274,732558
PNS,CAE,2,85,156,2,428,453132,732558
BNA,CAE,4,270,384,5,349,1556368,732558
LAS,CAE,1,193,193,1,1926,1879093,732558
LEX,CAE,3,271,334,4,343,464042,732558
ROC,CAE,1,139,142,1,660,1033155,732558
CHS,CAE,13,745,1476,14,95,647194,732558
CVG,CAE,50,36971,53935,1080,404,2158643,732558
BHM,CAE,4,304,352,4,326,1123146,732558
MDT,CAE,2,83,136,2,494,533802,732558
STL,CAE,3,158,186,3,612,2818688,732558
CRW,CAE,1,62,130,1,307,303331,732558
GSP,CAE,9,528,972,10,91,630098,732558
HSV,CAE,1,45,50,1,327,397228,732558
GSO,CAE,1,132,142,1,163,707185,732558
PVD,CAE,1,120,124,1,754,1599312,732558
PIT,CAE,1,126,144,1,455,2355391,732558
LGA,CAE,22,16417,29966,589,617,37937002,732558
RIC,CAE,2,257,259,2,326,1227115,732558
JFK,CAE,4,169,262,4,614,37937002,732558
SAV,CAE,5,242,406,7,125,334562,732558
PWM,CAE,1,166,172,2,887,516026,732558
TYS,CAE,3,240,310,4,208,692210,732558
CLT,CAE,50,76325,128536,2756,88,1706469,732558
CLE,CAE,2,51,136,2,517,2094051,732558
BWI,CAE,1,159,172,2,438,2677712,732558
SAT,CSG,5,96,1061,7,828,2030691,287251
MSY,CSG,1,128,160,1,359,1168547,287251
BTR,CSG,2,92,100,2,391,779340,287251
GNV,CSG,1,41,50,1,251,259179,287251
LIT,CSG,2,85,120,2,447,675921,287251
FYV,CSG,1,42,50,1,580,455408,287251
DFW,CSG,1,142,142,1,705,12602170,287251
FTW,CSG,1,78,173,1,724,12602170,287251
LRD,CSG,3,48,500,3,935,235937,287251
MOB,CSG,1,112,142,1,232,409132,287251
MIA,CSG,1,113,173,1,542,11003504,287251
OAJ,CSG,1,46,50,1,451,169233,287251
MDW,CSG,1,72,76,1,658,19031272,287251
ATL,CSG,16,51207,72700,1452,83,5385586,287251
AGS,CSG,1,67,150,1,183,534612,287251
SJC,CSG,1,79,150,1,2112,1810646,287251
TYS,CSG,1,37,122,1,234,692210,287251
LFT,CSG,1,45,50,1,446,259773,287251
IAH,CSG,6,424,971,6,640,5726705,287251
MEM,CSG,1,128,160,1,338,1298529,287251
GRK,CSG,1,19,50,1,765,379569,287251
EYW,CSG,4,242,280,4,581,73298,287251
GTR,CSG,1,119,160,1,222,59225,287251
ICT,CSG,1,70,70,1,791,603205,287251
CAE,CSG,2,85,100,2,242,732558,287251
MDT,CSG,1,108,150,1,698,533802,287251
AEX,CSG,4,133,669,5,455,153451,287251
CKB,CSG,1,135,160,1,537,92099,287251
AEX,LSF,1,72,173,1,450,153451,287251
LUK,CSG,1,50,50,1,455,2158643,287251
PVD,CSG,1,44,50,1,978,1599312,287251
PNS,CSG,1,275,284,2,193,453132,287251
BNA,CSG,2,204,230,2,268,1556368,287251
FYV,GTR,3,115,150,3,363,455408,59225
GNV,GTR,2,73,100,2,454,259179,59225
LIT,GTR,1,46,50,1,226,675921,59225
BTR,GTR,2,160,187,2,251,779340,59225
AHN,GTR,2,62,100,2,305,189926,59225
MLU,GTR,1,137,137,1,210,172981,59225
TYS,GTR,1,130,137,1,308,692210,59225
CAE,GTR,2,110,150,3,432,732558,59225
CSG,GTR,1,124,160,1,222,287251,59225
PHX,GTR,1,28,50,1,1350,4287323,59225
MEI,GTR,1,23,50,1,77,105851,59225
MDW,GTR,1,54,160,1,577,19031272,59225
ATL,GTR,14,33680,47487,948,241,5385586,59225
LEX,GTR,4,248,310,4,387,464042,59225
BNA,GTR,3,202,260,3,214,1556368,59225
MGM,GTR,1,49,50,1,151,365596,59225
LAF,LCK,1,123,173,1,216,193753,1779822
LAF,CMH,2,90,150,3,216,193753,1779822
TYS,CMH,1,37,50,1,295,692210,1779822
LGA,CMH,128,137459,229950,4460,478,37937002,1779822
JFK,CMH,51,43403,62111,1216,483,37937002,1779822
RIC,CMH,5,4827,8706,62,346,1227115,1779822
PWM,CMH,1,49,50,1,696,516026,1779822
SYR,CMH,1,47,50,1,412,645016,1779822
ABE,CMH,1,51,68,1,395,811669,1779822
ALO,CMH,1,73,95,1,526,163659,1779822
CLE,CMH,46,32979,54110,1233,112,2094051,1779822
CLT,CMH,58,160589,199130,2542,346,1706469,1779822
BWI,CMH,33,167854,228773,1677,336,2677712,1779822
AVL,CMH,1,25,122,1,315,409001,1779822
CLT,LCK,1,47,50,1,335,1706469,1779822
CMI,CMH,3,118,224,4,287,223998,1779822
CMI,LCK,1,134,173,1,285,223998,1779822
EWR,CMH,73,88004,139866,1884,462,18968501,1779822
TUS,CMH,1,116,120,1,1654,1009832,1779822
DAY,CMH,1,24,37,1,72,837036,1779822
BOS,CMH,73,50076,71566,1525,640,9089410,1779822
DFW,CMH,34,152302,191292,1663,927,12602170,1779822
ITH,CMH,1,49,244,2,376,101027,1779822
DAL,CMH,3,221,668,4,920,12602170,1779822
MIA,CMH,27,16074,20351,460,990,11003504,1779822
TPA,CMH,33,97019,138514,1087,829,2730007,1779822
RNO,CMH,2,225,280,2,1951,416657,1779822
AUS,CMH,1,61,160,1,1074,1654100,1779822
BGR,CMH,1,45,50,1,791,149268,1779822
TUL,CMH,1,133,137,1,755,916037,1779822
OMA,CMH,1,45,50,1,689,839265,1779822
CAK,CMH,1,40,50,1,99,699954,1779822
PBI,CMH,5,327,390,6,931,5501752,1779822
FLL,CMH,9,14529,19892,184,972,5501752,1779822
SLC,CMH,15,18442,22182,292,1529,1111600,1779822
CLL,CMH,1,42,50,1,998,207140,1779822
PHL,CMH,84,188366,271363,2993,405,11880992,1779822
SCE,CMH,3,187,273,3,272,145550,1779822
ACY,CMH,7,779,1000,8,444,270609,1779822
SFO,CMH,1,119,120,1,2121,8520472,1779822
MYR,LCK,15,7150,11528,81,478,258790,1779822
IND,CMH,7,355,524,7,182,1720796,1779822
JAX,CMH,2,156,175,2,659,1316528,1779822
PHX,CMH,46,127163,150105,1096,1671,4287323,1779822
RDU,CMH,29,15251,20761,498,361,1090408,1779822
CAE,CMH,1,43,44,1,428,732558,1779822
BFI,CMH,1,43,68,1,2017,6713274,1779822
BDL,CMH,13,6158,9465,192,550,1191170,1779822
GPT,CMH,3,5553,8760,61,747,236155,1779822
CMH,CMH,13,623,1009,18,0,1779822,1779822
IAH,CMH,71,110630,132525,1704,986,5726705,1779822
MCO,CMH,51,118396,164869,1458,802,2060968,1779822
MEM,CMH,26,48430,61330,1061,518,1298529,1779822
NQA,CMH,1,41,50,1,499,1298529,1779822
OAK,CMH,2,4955,8352,58,2110,4260236,1779822
MSN,CMH,5,203,287,6,399,562065,1779822
JAN,CMH,1,47,50,1,665,537194,1779822
LAN,CMH,2,75,100,2,212,454605,1779822
HOU,CMH,3,146,402,3,1001,5726705,1779822
LAN,LCK,1,140,173,1,222,454605,1779822
MSN,LCK,1,142,173,1,404,562065,1779822
MHT,CMH,6,345,494,6,627,404074,1779822
LUK,CMH,1,15,18,1,103,2158643,1779822
CVG,CMH,77,113312,139153,2200,116,2158643,1779822
STL,CMH,53,87559,131087,1552,410,2818688,1779822
GSP,CMH,2,64,100,2,353,630098,1779822
BLI,CMH,1,465,720,5,2029,196960,1779822
DSM,CMH,1,78,173,1,575,554101,1779822
GSO,CMH,2,9594,15984,111,313,707185,1779822
CHS,CMH,2,135,214,2,514,647194,1779822
CRW,CMH,2,36,71,2,131,303331,1779822
SUS,CMH,1,48,143,1,426,2818688,1779822
MDT,CMH,1,30,37,1,324,533802,1779822
LAS,CMH,32,156832,190247,1341,1772,1879093,1779822
BNA,CMH,36,61203,91898,683,338,1556368,1779822
MKE,CMH,21,38792,71979,1280,331,1550451,1779822
SAN,CMH,3,5052,8644,60,1964,3019274,1779822
PIT,CMH,17,1556,2097,18,144,2355391,1779822
PVD,CMH,1,132,137,1,611,1599312,1779822
BUF,CMH,1,107,137,1,296,1124055,1779822
ATL,CMH,86,220893,271685,2747,446,5385586,1779822
ORD,CMH,122,309036,392814,5571,296,19031272,1779822
MDW,CMH,42,228099,355086,2614,284,19031272,1779822
YIP,CMH,1,37,50,1,159,8847562,1779822
DTW,CMH,85,122201,175333,2085,155,8847562,1779822
ORD,LCK,1,137,173,1,300,19031272,1779822
MSP,CMH,72,98743,119369,1096,627,3237612,1779822
SAT,CMH,1,39,54,1,1140,2030691,1779822
LAX,CMH,10,7460,8325,53,1996,25536790,1779822
LAX,LCK,2,360,414,3,1993,25536790,1779822
PGD,CMH,2,17390,24192,168,902,157736,1779822
MSY,CMH,7,1478,1548,11,806,1168547,1779822
MSY,LCK,4,1564,1883,10,794,1168547,1779822
SGF,CMH,1,97,199,1,599,426125,1779822
IAD,CMH,24,63155,88849,1759,299,10755872,1779822
DCA,CMH,70,66406,109183,1891,322,10755872,1779822
LIT,CMH,1,44,50,1,629,675921,1779822
BMG,CMH,1,30,50,1,208,184165,1779822
CHA,CMH,2,4040,8640,60,365,520089,1779822
SHV,CMH,1,33,50,1,802,389389,1779822
MCI,CMH,10,8545,16739,220,633,2046083,1779822
MKC,CMH,1,58,162,1,628,2046083,1779822
SMF,CMH,1,135,150,1,2059,2101138,1779822
ABQ,CMH,1,27,70,1,1343,846582,1779822
CID,CMH,3,126,200,4,480,254911,1779822
XNA,CMH,1,22,37,1,672,455408,1779822
DTW,ESC,8,3040,7106,209,305,8847562,37243
MSP,ESC,2,153,204,6,304,3237612,37243
IMT,ESC,10,2337,13877,413,50,31503,37243
MKE,ESC,5,2478,4631,241,195,1550451,37243
CLT,FLO,24,40801,64162,1706,99,1706469,200231
OAJ,FLO,1,42,50,1,128,169233,200231
FAY,FLO,1,31,50,1,73,354334,200231
CHA,FLO,1,30,37,1,318,520089,200231
ATL,FLO,13,21336,30366,607,273,5385586,200231
EWN,FLO,2,107,150,3,165,119791,200231
CHS,FLO,1,35,37,1,91,647194,200231
PGV,FLO,1,16,50,1,166,176589,200231
GSP,FLO,1,49,160,1,150,630098,200231
SHR,GCC,7,234,428,15,77,28601,41474
RIW,GCC,1,11,30,1,172,38057,41474
DIK,GCC,1,23,30,1,215,23315,41474
CYS,GCC,4,49,98,4,224,87759,41474
ISN,GCC,8,2547,6750,225,279,19797,41474
RAP,GCC,1,29,150,1,124,122697,41474
RKS,GCC,3,266,1620,54,261,39942,41474
SLC,GCC,6,2740,8850,295,410,1111600,41474
CLT,GPT,16,15636,30430,598,577,1706469,236155
CLE,GPT,3,339,372,3,859,2094051,236155
TYS,GPT,1,110,120,1,475,692210,236155
RIC,GPT,3,339,390,3,832,1227115,236155
RFD,GPT,4,494,712,4,813,353381,236155
ABE,GPT,1,393,500,2,1041,811669,236155
SAT,GPT,3,341,372,3,567,2030691,236155
SGF,GPT,1,114,130,1,532,426125,236155
MSY,GPT,2,47,100,2,76,1168547,236155
IND,GPT,4,411,620,4,661,1720796,236155
BTR,GPT,2,63,94,2,124,779340,236155
ILM,GPT,3,522,759,5,705,348054,236155
DCA,GPT,1,64,70,1,898,10755872,236155
CHA,GPT,2,107,157,2,390,520089,236155
IAD,GPT,2,133,370,3,884,10755872,236155
SBN,GPT,2,219,252,2,794,318129,236155
MCI,GPT,2,218,242,2,691,2046083,236155
GNV,GPT,3,305,390,3,410,259179,236155
GSO,GPT,4,3342,5910,42,657,707185,236155
CHS,GPT,3,374,390,3,559,647194,236155
MDT,GPT,2,243,608,3,967,533802,236155
CRW,GPT,1,34,50,1,695,303331,236155
STL,GPT,4,345,406,4,580,2818688,236155
BHM,GPT,3,250,290,3,256,1123146,236155
GSP,GPT,6,575,680,6,505,630098,236155
FWA,GPT,1,118,120,1,761,411625,236155
CVG,GPT,1,45,50,1,646,2158643,236155
PIT,GPT,2,242,250,2,855,2355391,236155
BNA,GPT,2,216,250,2,418,1556368,236155
PNS,GPT,1,38,50,1,112,453132,236155
DFW,GPT,35,38338,55438,1134,500,12602170,236155
DAL,GPT,1,112,120,1,488,12602170,236155
MOB,GPT,1,18,37,1,53,409132,236155
DAY,GPT,1,127,130,1,710,837036,236155
TOL,GPT,2,216,240,2,825,673345,236155
EWR,GPT,4,330,500,4,1096,18968501,236155
TPA,GPT,14,33322,42658,365,429,2730007,236155
CAK,GPT,1,112,120,1,841,699954,236155
OCF,GPT,1,96,130,1,420,327172,236155
TUL,GPT,1,120,130,1,561,916037,236155
GYY,GPT,1,60,120,1,779,9515636,236155
AUS,GPT,1,103,120,1,514,1654100,236155
MIA,GPT,1,15,50,1,623,11003504,236155
CMH,GPT,3,5452,8760,61,747,1779822,236155
MEM,GPT,27,49444,66030,1080,324,1298529,236155
SFB,GPT,14,19296,23510,157,484,2060968,236155
MCO,GPT,2,224,242,2,486,2060968,236155
IAH,GPT,21,60493,89076,1859,376,5726705,236155
HOU,GPT,6,609,862,7,376,5726705,236155
LAN,GPT,1,117,120,1,888,454605,236155
JAN,GPT,3,103,150,3,144,537194,236155
RDU,GPT,3,350,382,3,705,1090408,236155
CAE,GPT,2,246,260,2,526,732558,236155
ICT,GPT,1,114,120,1,692,603205,236155
ROA,GPT,1,115,120,1,707,298920,236155
ORD,GPT,15,5999,10796,214,800,19031272,236155
DTW,GPT,3,440,484,4,874,8847562,236155
BIF,GPT,1,58,252,1,1030,738416,236155
ATL,GPT,58,197084,272387,3386,352,5385586,236155
AGS,GPT,1,107,130,1,465,534612,236155
FLL,GPT,12,23990,42588,364,620,5501752,236155
PBI,GPT,5,511,602,5,603,5501752,236155
JAX,GPT,7,554,662,8,441,1316528,236155
CRP,GPT,1,119,130,1,541,413206,236155
MYR,GPT,4,434,521,4,636,258790,236155
PHL,GPT,3,480,594,4,1017,11880992,236155
OKC,GPT,2,231,250,2,603,1207519,236155
MCI,HRO,6,843,3344,176,226,2046083,45157
HOT,HRO,6,1727,5529,291,123,97700,45157
JBR,HRO,2,13,57,3,144,118135,45157
DFW,HRO,1,27,38,2,321,12602170,45157
IND,BDL,14,18939,28600,571,728,1720796,1191170
GRR,BDL,1,25,50,1,659,776505,1191170
CID,BDL,1,16,37,1,979,254911,1191170
IAD,BDL,81,109757,158258,1713,326,10755872,1191170
DCA,BDL,83,106457,183505,1804,313,10755872,1191170
CHA,BDL,1,39,74,1,828,520089,1191170
BMG,BDL,1,32,74,1,757,184165,1191170
BTR,BDL,2,99,184,2,1292,779340,1191170
MCI,BDL,3,128,311,3,1169,2046083,1191170
SBN,BDL,4,252,337,5,703,318129,1191170
SAT,BDL,1,8,137,1,1673,2030691,1191170
MSP,BDL,52,104479,128147,1047,1050,3237612,1191170
LAX,BDL,15,17424,21377,137,2527,25536790,1191170
RDU,BDL,31,33786,44236,1128,532,1090408,1191170
PHX,BDL,15,33618,41396,333,2213,4287323,1191170
MCO,BDL,53,196169,251066,1754,1050,2060968,1191170
IAH,BDL,11,12230,14141,122,1507,5726705,1191170
MEM,BDL,7,2240,2846,51,1048,1298529,1191170
MSN,BDL,3,76,125,3,853,562065,1191170
SFB,BDL,1,119,122,1,1027,2060968,1191170
CMH,BDL,11,6047,9238,188,550,1779822,1191170
PBI,BDL,17,44526,54548,374,1133,5501752,1191170
FLL,BDL,25,60233,77152,541,1173,5501752,1191170
SLC,BDL,2,528,552,3,2026,1111600,1191170
CHO,BDL,1,103,173,1,403,195012,1191170
PHL,BDL,79,145984,222777,2654,196,11880992,1191170
SFO,BDL,3,441,514,4,2625,8520472,1191170
CLE,BDL,42,53451,67409,1205,475,2094051,1191170
BWI,BDL,40,288601,390454,2859,283,2677712,1191170
CLT,BDL,94,200503,248101,2025,644,1706469,1191170
PWM,BDL,2,125,136,2,169,516026,1191170
JFK,BDL,38,27480,50285,1000,106,37937002,1191170
SYR,BDL,8,574,708,8,192,645016,1191170
LGA,BDL,3,141,205,3,101,37937002,1191170
ABE,BDL,1,28,37,1,169,811669,1191170
LAF,BDL,1,27,50,1,750,193753,1191170
BUF,BDL,11,2365,3582,124,317,1124055,1191170
ATL,BDL,41,257119,321038,2117,859,5385586,1191170
DTW,BDL,72,144005,185575,1691,548,8847562,1191170
ORD,BDL,113,270363,340799,3330,783,19031272,1191170
MDW,BDL,33,98904,142637,1044,777,19031272,1191170
EWR,BDL,36,47336,77146,1334,115,18968501,1191170
MIA,BDL,15,37445,54076,366,1194,11003504,1191170
ALB,BDL,12,1000,1194,14,80,854301,1191170
TPA,BDL,50,124916,170015,1254,1111,2730007,1191170
ACT,BDL,1,159,173,1,1529,230849,1191170
BGR,BDL,1,53,76,1,277,149268,1191170
FAR,BDL,1,106,124,1,1237,195948,1191170
DFW,BDL,17,122670,155454,1051,1471,12602170,1191170
BOS,BDL,20,1687,2725,25,91,9089410,1191170
BNA,BDL,23,38161,49848,365,852,1556368,1191170
LAS,BDL,17,39320,50790,370,2298,1879093,1191170
ROC,BDL,16,5745,17591,522,267,1033155,1191170
MKE,BDL,14,20177,27097,539,780,1550451,1191170
SAN,BDL,2,284,385,2,2502,3019274,1191170
CVG,BDL,86,112457,139228,1371,661,2158643,1191170
STL,BDL,25,26615,36154,810,957,2818688,1191170
BTV,BDL,3,138,150,3,177,207028,1191170
GSO,BDL,2,83,100,2,561,707185,1191170
CHS,BDL,2,164,284,2,742,647194,1191170
CKB,BDL,2,179,210,2,436,92099,1191170
MHT,BDL,3,254,416,4,94,404074,1191170
DSM,BDL,1,21,37,1,1082,554101,1191170
PVD,BDL,12,822,1006,12,66,1599312,1191170
PIT,BDL,22,33016,47984,952,406,2355391,1191170
ORD,HNL,25,159835,184902,632,4243,19031272,902745
IAH,HNL,13,155006,176029,697,3904,5726705,902745
ATL,HNL,12,155536,174639,631,4502,5385586,902745
EWR,HNL,13,74318,85068,361,4962,18968501,902745
RNO,HNL,1,116,200,1,2572,416657,902745
ITO,HNL,34,586312,752557,7823,216,176399,902745
DFW,HNL,12,144028,159656,726,3784,12602170,902745
HIK,HIK,1,155,200,1,0,902745,902745
OGG,HNL,66,1119271,1591288,15237,100,144378,902745
OAK,HNL,19,87930,105930,516,2409,4260236,902745
OGG,HIK,1,52,186,1,100,144378,902745
PHX,HNL,30,188444,215447,993,2917,4287323,902745
SEA,HNL,44,316838,369637,1640,2677,6713274,902745
AZA,HNL,2,212,346,2,2937,4287323,902745
BFI,HNL,1,132,186,1,2680,6713274,902745
PDX,HNL,24,158905,184365,760,2603,2203745,902745
SJC,HNL,12,78964,95830,364,2416,1810646,902745
ANC,HNL,14,32649,38391,240,2777,365790,902745
LAS,HNL,33,249826,274858,1134,2762,1879093,902745
SNA,HNL,3,9822,11408,92,2583,12768395,902745
SAN,HNL,19,87434,100022,393,2614,3019274,902745
CVG,HNL,1,182,285,1,4433,2158643,902745
PIT,HNL,1,426,430,1,4652,2355391,902745
SLC,HNL,12,92459,103578,364,2994,1111600,902745
SFO,HNL,86,509920,616972,2356,2398,8520472,902745
SBA,HNL,1,18,63,1,2481,403655,902745
LAX,HNL,147,1026417,1191446,5121,2556,25536790,902745
MSY,HNL,2,1077,1147,4,4206,1168547,902745
MSP,HNL,12,99257,108770,365,3972,3237612,902745
SMF,HNL,14,81616,96059,368,2462,2101138,902745
MCO,EYW,23,13376,23959,473,268,2060968,73298
ATL,EYW,12,52412,67200,960,646,5385586,73298
MDW,EYW,1,50,50,1,1236,19031272,73298
CLT,EYW,10,10302,14930,176,736,1706469,73298
FLL,EYW,30,27320,46194,1893,145,5501752,73298
PBI,EYW,12,8020,13471,709,180,5501752,73298
JAX,EYW,7,291,379,17,408,1316528,73298
MIA,EYW,20,79886,143923,2473,126,11003504,73298
TPA,EYW,12,21451,35055,1845,240,2730007,73298
APF,EYW,3,243,468,52,110,315533,73298
PNS,EYW,2,21,38,2,526,453132,73298
IAD,EYW,1,5,7,1,1023,10755872,73298
MCI,NQX,1,36,50,1,1268,2046083,73298
TLH,EYW,3,32,57,3,433,357171,73298
CLL,LWC,1,30,30,1,584,207140,114752
CLT,LWS,1,110,150,1,2021,1706469,60260
SLC,LWS,13,23082,32584,650,461,1111600,60260
PUW,LWS,14,31072,66201,1024,26,42027,60260
PHX,LWS,1,129,150,3,931,4287323,60260
SEA,LWS,12,6893,9122,205,261,6713274,60260
GEG,LWS,1,35,50,1,89,462408,60260
OAK,LWS,1,171,184,1,654,4260236,60260
LAX,LWS,2,238,266,2,861,25536790,60260
EUG,LWS,1,151,183,1,340,348425,60260
TUS,LWS,1,149,190,1,1035,1009832,60260
JAN,GGG,2,86,100,2,271,537194,204496
CAE,GGG,1,22,50,1,795,732558,204496
RDU,GGG,1,101,140,1,943,1090408,204496
LIT,GGG,1,70,70,1,216,675921,204496
MCI,GGG,1,136,140,1,476,2046083,204496
MSP,GGG,1,121,136,1,866,3237612,204496
ORD,GGG,1,132,140,1,760,19031272,204496
ATL,GGG,1,100,136,1,603,5385586,204496
CLE,GGG,1,47,70,1,944,2094051,204496
LFT,GGG,1,26,34,1,221,259773,204496
DFW,GGG,18,22555,35540,937,140,12602170,204496
PHL,GGG,1,133,140,1,1201,11880992,204496
IND,GGG,1,114,140,1,691,1720796,204496
PIT,GGG,1,68,70,1,979,2355391,204496
HSV,GGG,1,38,50,1,484,397228,204496
FWA,GGG,1,44,50,1,793,411625,204496
DSM,GGG,1,38,50,1,633,554101,204496
AEX,MEI,1,29,50,1,234,153451,105851
ATL,MEI,13,18832,33520,670,267,5385586,105851
LGA,MEI,1,53,142,1,1009,37937002,105851
CDC,MSO,1,110,131,1,638,44194,107552
LAS,MSO,12,24390,28350,189,750,1879093,107552
SAN,MSO,1,32,50,1,992,3019274,107552
SLC,MSO,19,71750,93689,1841,436,1111600,107552
SFO,MSO,3,325,600,12,769,8520472,107552
MSP,MSO,19,48271,62918,700,1013,3237612,107552
GFK,MSO,1,45,199,1,794,97261,107552
GTF,MSO,7,495,730,8,134,82022,107552
CHA,MSO,2,369,383,2,1705,520089,107552
SMF,MSO,1,101,120,1,683,2101138,107552
IAD,MSO,1,44,62,1,1918,10755872,107552
ABQ,MSO,1,80,137,1,907,846582,107552
ALW,MSO,2,84,152,2,208,58149,107552
AZA,MSO,12,15876,17550,117,948,4287323,107552
RDD,MSO,1,78,120,1,603,180515,107552
SEA,MSO,13,62482,83554,1108,389,6713274,107552
BIL,MSO,1,164,247,14,276,152320,107552
MSN,MSO,1,19,50,1,1234,562065,107552
PDX,MSO,2,259,421,16,418,2203745,107552
FCA,MSO,3,245,278,4,97,89104,107552
HLN,MSO,5,547,1485,69,102,72444,107552
BTM,MSO,1,41,199,1,101,32776,107552
AUS,MSO,1,123,137,1,1450,1654100,107552
FAR,MSO,1,57,76,1,816,195948,107552
ORD,MSO,5,5848,6996,106,1332,19031272,107552
IAH,MTJ,13,14616,18006,256,926,5726705,40484
EWR,MTJ,4,1763,2166,19,1795,18968501,40484
DFW,MTJ,20,13633,18326,232,722,12602170,40484
CLE,MTJ,1,111,114,1,1392,2094051,40484
ABQ,MTJ,1,47,50,1,249,846582,40484
LAX,MTJ,6,796,1036,19,666,25536790,40484
SFO,MTJ,1,47,136,1,791,8520472,40484
OKC,MTJ,1,47,50,1,608,1207519,40484
SLC,MTJ,14,6742,11620,230,268,1111600,40484
ORD,MTJ,7,2327,2886,28,1081,19031272,40484
ATL,MTJ,8,2938,3979,35,1352,5385586,40484
MKC,MKG,1,47,68,1,517,2046083,174569
GRR,MKG,3,503,1293,24,41,776505,174569
CLE,MKG,1,9,50,1,256,2094051,174569
DTW,MKG,12,20055,35802,1053,161,8847562,174569
MQT,MKG,1,28,34,1,227,65462,174569
MKE,MKG,11,8380,15686,417,85,1550451,174569
CMH,MKG,2,72,100,2,280,1779822,174569
FNT,MKG,5,1854,5300,106,127,428859,174569
APN,MKG,1,10,34,1,188,29600,174569
ATL,EWN,12,27657,39000,780,433,5385586,119791
CLT,EWN,53,82163,125703,2467,221,1706469,119791
ILM,EWN,1,14,50,1,74,348054,119791
PHL,EWN,8,3030,6387,126,345,11880992,119791
OAJ,EWN,3,123,170,3,36,169233,119791
EWR,JRB,10,618,3744,468,9,18968501,37937002
EWR,LGA,9,983,1130,9,17,18968501,37937002
EWR,JFK,17,2221,2972,17,21,18968501,37937002
EWR,TSS,12,1297,6208,776,30,18968501,37937002
TUS,JFK,5,12010,19650,131,2136,1009832,37937002
TOL,LGA,1,76,199,1,520,673345,37937002
FNT,LGA,18,5791,17634,372,530,428859,37937002
ALB,JFK,43,36815,49439,967,145,854301,37937002
AUS,JFK,29,98507,126146,1328,1522,1654100,37937002
TPA,JFK,55,389781,485228,3332,1005,2730007,37937002
MIA,JFK,82,486983,569761,2739,1090,11003504,37937002
TUL,JFK,1,86,110,1,1235,916037,37937002
ALB,LGA,36,9870,37284,1104,136,854301,37937002
MIA,LGA,34,520878,592122,3483,1097,11003504,37937002
TPA,LGA,43,132537,172258,1392,1011,2730007,37937002
CAK,LGA,18,66770,93120,780,396,699954,37937002
BGR,JFK,24,15969,18745,342,382,149268,37937002
BGR,LGA,11,8188,12437,248,378,149268,37937002
OMA,JFK,1,141,225,1,1155,839265,37937002
DFW,JFK,42,108487,151192,1306,1391,12602170,37937002
BOS,LGA,71,567155,1236688,11210,185,9089410,37937002
BOS,JFK,179,471211,669231,7606,187,9089410,37937002
DFW,LGA,38,564314,723835,4996,1389,12602170,37937002
ITH,LGA,14,16437,41303,1224,178,101027,37937002
ELM,LGA,1,38,50,1,183,87902,37937002
DAY,LGA,40,42229,58512,1131,549,837036,37937002
TYS,LGA,26,13749,27945,559,647,692210,37937002
TYS,JFK,1,21,50,1,647,692210,37937002
RIC,JFK,69,111748,176142,2358,288,1227115,37937002
SAV,LGA,50,49794,63615,1190,722,334562,37937002
RIC,LGA,98,115598,200225,3397,292,1227115,37937002
PDX,JFK,24,85050,103360,668,2454,2203745,37937002
LGA,LGA,8,258,472,8,0,37937002,37937002
SYR,JFK,71,185939,247436,2470,209,645016,37937002
AVP,LGA,8,334,433,8,104,549321,37937002
ABE,JFK,8,609,931,11,87,811669,37937002
AVP,JFK,3,81,200,4,113,549321,37937002
SYR,LGA,38,34243,78346,2171,198,645016,37937002
LGA,JFK,10,1071,1230,13,11,37937002,37937002
JFK,LGA,24,2297,3347,34,11,37937002,37937002
JFK,JRB,10,279,2848,356,13,37937002,37937002
JFK,TSS,12,864,5400,675,11,37937002,37937002
JRB,JFK,10,998,3624,447,13,37937002,37937002
TSS,JFK,12,2204,6244,768,11,37937002,37937002
ABE,LGA,39,3037,4042,52,82,811669,37937002
JFK,JFK,4,283,352,4,0,37937002,37937002
PWM,LGA,38,54943,87267,1775,270,516026,37937002
PWM,JFK,55,166787,234886,2683,274,516026,37937002
SJC,JFK,12,56683,70950,473,2569,1810646,37937002
PDX,LGA,1,137,157,1,2445,2203745,37937002
CLT,LGA,117,460930,596249,5446,544,1706469,37937002
CLT,JFK,55,184743,241514,2659,541,1706469,37937002
CLE,JFK,63,48543,81762,1632,425,2094051,37937002
BWI,LGA,71,51687,100013,2434,185,2677712,37937002
CLE,LGA,109,150086,261035,3600,418,2094051,37937002
BWI,JFK,74,55744,101268,1706,184,2677712,37937002
ANC,JFK,11,39447,69440,175,3386,365790,37937002
BKL,LGA,1,62,184,1,410,2094051,37937002
TVC,LGA,7,1055,1751,46,655,142319,37937002
JAX,LGA,35,53590,67120,1212,834,1316528,37937002
PHL,LGA,80,112120,182746,4222,96,11880992,37937002
IND,LGA,71,92466,163588,2793,659,1720796,37937002
