Origin_airport,Destination_airport,Numtimes,Passengers,Seats,Flights,Distance,Origin_population,Destination_population
ATL,DFW,146,1085245,1428720,10245,732,4673146,11164066
ABI,DFW,66,48354,89738,2229,158,158053,11164066
ATL,DAL,10,10645,17767,423,721,4673146,11164066
AGS,DFW,1,157,173,1,874,509465,11164066
BUF,DFW,3,797,1209,8,1212,1154212,11164066
BUF,DAL,2,83,172,3,1206,1154212,11164066
ELP,DAL,51,125372,238808,1908,562,694672,11164066
ORD,DFW,127,793515,1197579,10321,802,18572324,11164066
DTW,DFW,87,270693,459794,4191,987,8985512,11164066
ELP,DFW,54,261402,344354,3496,551,694672,11164066
MDW,DFW,35,303192,408884,3119,797,18572324,11164066
ORD,DAL,1,82,87,1,798,18572324,11164066
MDW,DAL,1,42,56,1,793,18572324,11164066
HOU,DFW,77,135377,209085,4393,247,5084017,11164066
IAH,DFW,179,460107,712927,8008,224,5084017,11164066
IAH,DAL,67,175149,350557,4331,217,5084017,11164066
HOU,DAL,50,757171,1235528,9752,239,5084017,11164066
HOU,FTW,1,148,173,1,251,5084017,11164066
LFT,DFW,22,17054,35778,1006,351,243494,11164066
TYS,DFW,44,53555,92840,1657,772,641551,11164066
JBR,DFW,5,44,228,12,417,110156,11164066
PDX,DFW,52,250807,335170,2358,1616,2034000,11164066
JFK,DFW,26,88847,117039,891,1391,37342640,11164066
RIC,DFW,13,79145,132402,1024,1158,1139312,11164066
SJC,DFW,38,252749,368904,2652,1438,1723138,11164066
LGA,DFW,58,528665,778460,5280,1389,37342640,11164066
SAV,DFW,12,38937,53870,1079,925,304965,11164066
PDX,DAL,2,103,126,2,1626,2034000,11164066
SJC,AFW,1,123,129,1,1421,1723138,11164066
SJC,DAL,2,172,193,2,1450,1723138,11164066
CLE,DFW,44,85729,161236,2330,1021,2136026,11164066
CLT,DFW,64,237030,397766,3200,937,1436890,11164066
CLE,DAL,1,33,50,1,1015,2136026,11164066
ELD,DFW,12,1757,16454,866,246,44602,11164066
BWI,DFW,35,253899,325089,2355,1217,2621815,11164066
BWD,DFW,12,1972,17233,907,135,37629,11164066
CLT,AFW,2,340,396,6,951,1436890,11164066
ANC,DFW,4,13856,16544,94,3043,339131,11164066
OMA,DFW,25,110062,156428,1385,583,790535,11164066
TUL,DFW,116,225797,355448,5539,237,876919,11164066
TYR,DFW,15,54811,89312,2625,103,183345,11164066
ACT,DFW,29,47366,76273,2204,89,219485,11164066
AUS,DAL,49,300739,516371,4069,189,1382693,11164066
AUS,DFW,94,531369,729310,7101,190,1382693,11164066
RNO,DFW,22,90610,114894,848,1345,374743,11164066
YUM,DFW,1,343,519,3,1022,169297,11164066
WDG,DFW,12,450,5415,285,244,57149,11164066
EKO,DFW,7,604,854,7,1170,44934,11164066
RNO,DAL,4,443,534,4,1356,374743,11164066
MIA,DFW,55,412575,562379,3181,1121,10561342,11164066
MIA,DAL,2,82,211,2,1110,10561342,11164066
TPA,DFW,52,361966,466042,3390,929,2522780,11164066
TUL,DAL,47,178865,355150,2826,237,876919,11164066
TPA,DAL,1,41,148,1,917,2522780,11164066
TPA,FTW,1,154,173,1,945,2522780,11164066
MCN,DFW,1,49,50,1,779,225715,11164066
TUS,DFW,39,254300,342984,2940,813,903320,11164066
EWR,DFW,34,281566,449427,3779,1372,18671320,11164066
TUS,FTW,1,171,173,1,794,903320,11164066
TCM,DAL,1,132,173,1,1667,3138938,11164066
EWR,DAL,1,49,63,1,1364,18671320,11164066
FOE,DFW,2,107,154,3,425,225567,11164066
TUS,DAL,1,47,50,1,824,903320,11164066
MLU,DFW,17,22848,49783,1080,293,170646,11164066
DAY,DFW,38,68593,93255,1074,861,845508,11164066
DAL,DFW,6,436,564,6,12,11164066,11164066
MOB,DFW,16,28269,53200,1068,540,397707,11164066
LRD,DFW,38,34855,52528,1270,396,210229,11164066
BOS,DFW,62,361387,549346,3715,1562,8916374,11164066
LAW,DFW,15,39583,71130,2091,140,110484,11164066
FAT,DFW,13,70681,103540,802,1313,844194,11164066
DFW,DAL,1,74,122,1,12,11164066,11164066
AFW,DFW,4,585,690,6,17,11164066,11164066
MLU,DAL,1,117,137,1,281,170646,11164066
IAD,DAY,13,21352,31403,1079,368,10172752,845508
LIT,DAY,2,63,100,2,567,629617,845508
DCA,DAY,15,25785,37762,1139,391,10172752,845508
TLH,DAY,1,47,50,1,655,332429,845508
IND,DAY,4,134,287,5,110,1600165,845508
GRR,DAY,1,28,32,1,217,759978,845508
MSP,DAY,13,39565,48016,988,574,3078253,845508
PAM,FFO,2,213,343,2,678,154726,845508
LAX,DAY,1,120,200,1,1925,25434866,845508
PHL,DAY,18,23183,33305,1007,477,11575576,845508
ACY,DAY,4,452,610,5,515,261810,845508
MYR,DAY,1,30,40,1,520,211086,845508
CHO,DAY,1,20,32,1,333,182525,845508
PBI,DAY,1,48,50,1,941,5280671,845508
BNA,DAY,4,99,164,4,293,1386743,845508
LAS,DAY,2,274,357,2,1701,1572924,845508
MKE,DAY,12,5542,11628,612,284,1528417,845508
LEX,DAY,1,21,34,1,130,426187,845508
CVG,DAY,49,85316,114313,2714,64,2066256,845508
GSO,DAY,1,136,138,1,351,661123,845508
STL,DAY,23,55509,78539,1582,338,2743862,845508
MDT,DAY,1,36,37,1,396,516171,845508
FWA,DAY,3,129,132,3,90,398574,845508
DSM,DAY,1,90,122,1,508,504107,845508
CHS,DAY,1,31,50,1,536,576539,845508
MHT,DAY,1,35,50,1,695,393018,845508
GSP,DAY,1,45,100,1,362,577255,845508
PIT,DAY,23,54188,85162,2598,215,2400193,845508
PVD,DAY,2,85,100,2,682,1617323,845508
TYS,DAY,2,55,82,2,282,641551,845508
GRB,DAY,1,38,44,1,375,290972,845508
LGA,DAY,15,30962,41121,839,549,37342640,845508
SYR,DAY,1,28,50,1,476,649679,845508
CLE,DAY,26,34337,48102,1111,162,2136026,845508
CLT,DAY,37,47028,64843,1643,370,1436890,845508
OMA,DAY,1,106,122,1,621,790535,845508
CAK,DAY,1,55,59,1,162,700286,845508
RNO,DAY,1,128,130,1,1882,374743,845508
ALB,DAY,1,43,50,1,576,839741,845508
TPA,DAY,1,40,50,1,828,2522780,845508
EWR,DAY,24,24772,35319,807,533,18671320,845508
DAY,DAY,1,15,29,1,0,845508,845508
DFW,DAY,38,66758,94043,1084,861,11164066,845508
MOB,DAY,1,115,122,1,674,397707,845508
ORD,DAY,88,185874,254556,3574,240,18572324,845508
DTW,DAY,36,75115,109882,2534,166,8985512,845508
MDW,DAY,12,51494,78234,2301,226,18572324,845508
ATL,DAY,64,418900,532956,4070,432,4673146,845508
BUF,DAY,2,117,120,2,354,1154212,845508
IAH,DAY,15,22427,29465,588,929,5084017,845508
ATW,DAY,1,13,50,1,373,210245,845508
CAE,DAY,1,19,32,1,445,673209,845508
GEG,DAY,1,91,192,1,1735,430867,845508
CMH,DAY,4,98,138,4,72,1678827,845508
BDL,DAY,1,34,50,1,619,1173575,845508
MCO,DAY,13,19749,26226,227,808,1803474,845508
MSN,DAY,1,30,32,1,347,526419,845508
MEM,DAY,4,214,326,4,460,1238075,845508
LAN,DAY,2,40,64,2,200,454600,845508
ATL,DHN,31,62355,98822,1786,171,4673146,132998
PVD,DLH,1,77,124,1,1085,1617323,275582
PIT,DLH,1,51,100,1,741,2400193,275582
STL,DLH,2,80,346,2,566,2743862,275582
MHT,DLH,4,211,486,4,1050,393018,275582
MDT,DLH,1,100,240,2,899,516171,275582
LAS,DLH,4,800,907,5,1397,1572924,275582
RST,DLH,1,8,100,1,203,171822,275582
ORD,DLH,1,53,125,1,397,18572324,275582
IAH,DLH,1,15,124,1,1175,5084017,275582
EWR,DLH,1,89,100,1,993,18671320,275582
EKO,DLH,2,216,244,2,1245,44934,275582
MSP,DLH,87,116699,224978,2857,144,3078253,275582
SAT,DLH,1,60,124,1,1241,1808267,275582
FSD,DLH,1,70,100,1,316,203151,275582
MSY,DLH,1,18,124,1,1167,1312039,275582
IAD,DLH,2,156,273,2,923,10172752,275582
DCA,DLH,1,88,148,1,944,10172752,275582
RDD,DLH,1,96,120,1,1560,174417,275582
MSO,DLH,1,401,480,4,1034,99832,275582
SLC,DLH,1,116,122,1,1070,1016377,275582
PHL,DLH,2,143,200,2,977,11575576,275582
TYS,DLH,1,79,122,1,871,641551,275582
FCA,DLH,2,142,242,2,1033,79167,275582
JFK,DLH,1,58,100,1,1013,37342640,275582
ANC,DLH,1,177,184,1,2455,339131,275582
CLE,DLH,1,69,100,1,636,2136026,275582
PHL,ELM,30,29284,64427,1859,180,11575576,89816
DTW,ELM,24,28461,53316,1321,331,8985512,89816
AVP,ELM,3,62,165,5,83,550507,89816
SYR,ELM,2,22,684,36,77,649679,89816
LGA,ELM,2,48,222,6,183,37342640,89816
CLE,ELM,10,4262,11020,580,261,2136026,89816
CLT,ELM,1,117,140,2,526,1436890,89816
ALB,ELM,7,243,3439,181,163,839741,89816
ERI,ELM,1,21,34,1,169,282200,89816
ITH,ELM,1,34,100,2,32,99203,89816
BGM,ELM,2,15,74,2,48,249645,89816
PIT,ELM,33,24848,56967,1289,208,2400193,89816
SMF,EUG,3,187,331,3,384,1967052,330447
LAS,EUG,13,6291,12484,238,699,1572924,330447
SNA,EUG,1,123,138,1,776,12717433,330447
PDT,EUG,1,60,120,1,241,83656,330447
SAN,EUG,2,147,276,2,850,2926814,330447
BNA,EUG,1,90,150,1,1994,1386743,330447
MWH,EUG,1,39,120,1,285,78148,330447
TUS,EUG,2,386,529,3,1062,903320,330447
EKO,EUG,3,234,366,3,442,44934,330447
RNO,EUG,1,119,130,1,365,374743,330447
LAX,EUG,14,27457,44717,634,748,25434866,330447
BTR,EUG,1,90,130,1,1981,719116,330447
PDX,EUG,28,51022,94716,2813,106,2034000,330447
SJC,EUG,2,236,300,2,471,1723138,330447
FCA,EUG,1,100,240,2,518,79167,330447
GRB,EUG,1,115,124,1,1726,290972,330447
MFR,EUG,26,4501,26943,538,122,189469,330447
OAK,EUG,3,482,774,4,445,4153143,330447
SEA,EUG,26,48265,78117,1774,234,6277876,330447
PHX,EUG,20,36522,47331,939,952,3600163,330447
BFI,EUG,1,105,130,1,240,6277876,330447
GTR,EUG,1,167,180,1,1991,60228,330447
GGG,EUG,2,154,293,2,1736,197353,330447
LWS,EUG,4,462,543,4,340,58196,330447
SFO,EUG,15,88995,103422,2035,451,8306286,330447
LMT,EUG,1,14,37,1,155,64549,330447
SLC,EUG,3,223,744,5,619,1016377,330447
COS,EUG,1,164,240,2,1026,572399,330447
ELP,EUG,3,751,877,5,1247,694672,330447
DTW,EUG,1,133,215,1,1999,8985512,330447
SMF,ACV,12,10445,19410,647,207,1967052,128219
PDX,ACV,24,17039,24750,363,327,2034000,128219
RDD,ACV,19,10434,24470,359,101,174417,128219
SEA,ACV,1,6,70,1,456,6277876,128219
SFO,ACV,13,64453,82530,2626,250,8306286,128219
CEC,ACV,12,3376,19530,651,56,27722,128219
MOB,NFL,1,104,150,1,1818,397707,24047
SLC,FAT,13,49482,73200,1468,501,1016377,844194
SFO,FAT,13,48360,85764,2461,158,8306286,844194
OKC,FAT,1,303,379,1,1239,1131487,844194
CVG,FAT,1,131,183,1,1910,2066256,844194
SAN,FAT,2,344,344,2,314,2926814,844194
LAS,FAT,39,49916,84022,1401,258,1572924,844194
SMF,FAT,1,49,50,1,167,1967052,844194
EWR,FAT,1,170,175,1,2448,18671320,844194
DFW,FAT,13,70039,103349,801,1313,11164066,844194
FAT,FAT,1,139,161,1,0,844194,844194
EUG,FAT,2,310,344,2,539,330447,844194
RNO,FAT,6,694,1465,11,188,374743,844194
EKO,FAT,1,82,122,1,350,44934,844194
PHX,FAT,29,67910,98890,1729,493,3600163,844194
VIS,FAT,12,1355,19980,666,36,386399,844194
SEA,FAT,19,31753,49980,714,748,6277876,844194
GEG,FAT,1,260,346,4,757,430867,844194
GGG,FAT,1,100,120,1,1453,197353,844194
OAK,FAT,3,154,315,4,152,4153143,844194
ABQ,FAT,1,75,129,1,744,766154,844194
SHV,FAT,1,128,170,1,1500,376825,844194
LAX,FAT,36,122506,203968,5851,209,25434866,844194
FCA,FAT,1,34,63,1,843,79167,844194
TYS,FAT,1,355,379,1,1984,641551,844194
SJC,FAT,1,64,244,2,129,1723138,844194
PDX,FAT,19,16598,25190,359,626,2034000,844194
ELP,FAT,1,131,164,1,835,694672,844194
HOU,FAT,1,135,137,1,1494,5084017,844194
EKO,HLN,3,327,366,3,442,44934,67196
FAR,HLN,1,101,116,1,719,179461,67196
BTM,HLN,2,113,244,2,51,33052,67196
FCA,HLN,12,4785,8044,425,159,79167,67196
FBK,HLN,1,204,346,2,1834,89198,67196
FAI,HLN,1,102,120,1,1840,89198,67196
MSO,HLN,14,5113,7632,392,102,99832,67196
GGG,HLN,1,151,173,1,1341,197353,67196
SEA,HLN,13,16310,25130,359,491,6277876,67196
BIL,HLN,25,18640,51857,1186,174,142707,67196
ICT,HLN,1,101,122,1,967,579800,67196
MEM,HLN,2,354,357,2,1394,1238075,67196
SLC,HLN,39,47497,92872,1237,402,1016377,67196
MSP,HLN,1,70,100,1,913,3078253,67196
GTF,HLN,14,9854,35162,478,67,81065,67196
ABQ,HLN,1,190,240,2,846,766154,67196
STL,HLN,1,196,244,2,1222,2743862,67196
PHL,ITH,14,19522,32546,1352,192,11575576,99203
IPT,ITH,1,8,19,1,89,118243,99203
RDG,ITH,3,30,57,3,148,384547,99203
LGA,ITH,15,16995,43933,1324,178,37342640,99203
SYR,ITH,1,9,37,1,46,649679,99203
PIT,ITH,29,31626,60337,1560,239,2400193,99203
BGM,ITH,2,44,111,3,32,249645,99203
ELM,ITH,2,39,74,2,32,89816,99203
XNA,JLN,1,20,30,1,61,382645,161913
SGF,JLN,1,29,30,1,62,385508,161913
STL,JLN,13,14734,31698,1056,251,2743862,161913
JNU,JNU,45,552,1116,199,0,30892,30892
JNU,JSE,1,5,120,24,7,30892,30892
MSP,JNU,1,65,173,1,1966,3078253,30892
SEA,JNU,44,106911,154853,1267,909,6277876,30892
ANC,JNU,43,86395,151798,1382,571,339131,30892
KTN,JNU,24,26355,59646,451,234,13266,30892
KDK,KDK,5,29,38,8,0,13303,13303
ANC,ADQ,52,62743,102501,2188,252,339131,13303
DTW,LRD,1,163,174,1,1359,8985512,210229
IAH,LRD,26,29502,48423,1002,301,5084017,210229
DFW,LRD,39,35545,52956,1277,396,11164066,210229
EKO,LRD,4,352,488,4,1301,44934,210229
TUS,LRD,1,1606,1730,10,755,903320,210229
AEX,LRD,1,93,122,1,491,145545,210229
LAS,LRD,1,169,174,1,1090,1572924,210229
GFK,LRD,1,166,170,1,1413,96132,210229
ABQ,LRD,1,117,122,1,664,766154,210229
SLC,LRD,4,579,610,5,1155,1016377,210229
CRP,LRD,2,46,94,2,123,403458,210229
ELP,LAW,1,113,173,1,499,694672,110484
DFW,LAW,14,38251,71364,2098,140,11164066,110484
BGR,LAW,2,220,346,2,1716,147123,110484
TCM,LAW,5,571,966,6,1520,3138938,110484
PHL,LAW,2,228,341,2,1325,11575576,110484
SPS,LAW,1,25,34,1,40,150809,110484
SLC,LAW,1,121,122,1,856,1016377,110484
SVN,LAW,1,47,173,1,1014,304965,110484
JFK,LAW,1,139,215,1,1410,37342640,110484
OAK,LAW,1,58,120,1,1345,4153143,110484
FSD,LAW,3,351,583,4,628,203151,110484
CVG,LAW,1,42,44,1,821,2066256,110484
PHL,MWA,1,115,129,1,756,11575576,62315
STL,MWA,12,10406,25289,1331,100,2743862,62315
PIA,MWA,1,21,30,1,204,364769,62315
ALO,MWA,1,120,148,1,377,161540,62315
VGT,MCE,20,6888,11069,661,304,1572924,228993
LAS,MCE,4,613,1220,33,309,1572924,228993
RNO,MOB,1,123,130,1,1875,374743,397707
TUL,MOB,1,65,142,1,582,876919,397707
AUS,MOB,1,69,137,1,564,1382693,397707
TPA,MOB,2,220,346,2,392,2522780,397707
DFW,MOB,17,27424,53307,1069,540,11164066,397707
NFL,MOB,1,102,150,1,1818,24047,397707
DAY,MOB,1,118,122,1,674,845508,397707
EWR,MOB,1,123,182,1,1047,18671320,397707
CAE,MOB,1,13,50,1,473,673209,397707
GPT,MOB,1,20,50,1,53,249989,397707
MEM,MOB,12,39153,64873,1379,317,1238075,397707
JAN,MOB,1,31,50,1,156,509068,397707
MCO,MOB,10,3615,6851,182,444,1803474,397707
LFT,MOB,1,22,50,1,226,243494,397707
CLT,MOB,23,26522,49900,998,527,1436890,397707
ATL,MOB,52,172606,273299,2643,302,4673146,397707
BZN,MOB,1,147,173,1,1614,74723,397707
IAH,MOB,25,33108,51903,1173,427,5084017,397707
ORD,MOB,1,32,50,1,779,18572324,397707
BTR,MOB,1,24,50,1,174,719116,397707
MSY,MOB,2,149,192,2,129,1312039,397707
LAS,MOB,1,120,150,1,1594,1572924,397707
PNS,MOB,1,134,142,1,64,433589,397707
MGM,MOB,3,64,242,3,156,351715,397707
CVG,MOB,3,487,589,4,611,2066256,397707
BHM,MOB,1,48,50,1,216,1073439,397707
CHS,MOB,1,46,50,1,506,576539,397707
GSO,MOB,1,96,100,2,607,661123,397707
ATL,MLU,13,42491,69402,1443,448,4673146,170646
IAH,MLU,22,17045,36242,947,262,5084017,170646
HOU,MLU,1,86,137,1,275,5084017,170646
ELP,MLU,1,105,138,1,841,694672,170646
SLC,MLU,2,212,356,2,1242,1016377,170646
DFW,MLU,16,22037,49460,1080,293,11164066,170646
DAL,MLU,1,116,137,1,281,11164066,170646
CLE,MLU,1,17,37,1,832,2136026,170646
SJC,MLU,1,247,346,2,1722,1723138,170646
SAV,MLU,1,36,50,1,634,304965,170646
MEM,MLU,12,20496,47770,1405,211,1238075,170646
CMH,MLU,1,78,100,1,726,1678827,170646
MGM,MLU,2,41,100,2,330,351715,170646
AEX,MLU,1,6,34,1,87,145545,170646
COU,MIE,1,140,173,1,378,151486,119020
TPA,APF,6,3524,8740,460,134,2522780,284896
MIA,APF,1,77,333,37,96,10561342,284896
FLL,APF,4,306,1800,200,101,5280671,284896
EYW,APF,7,2611,5023,557,110,78880,284896
GRR,EWR,23,13421,25366,551,605,759978,18671320
IND,EWR,66,59702,112363,1533,644,1600165,18671320
XNA,EWR,8,7172,18400,368,1130,382645,18671320
MCI,EWR,32,50317,74346,1221,1092,1912368,18671320
IAD,EWR,100,107908,191916,3699,213,10172752,18671320
DCA,EWR,62,115824,216914,3075,199,10172752,18671320
GCK,EWR,1,103,173,1,1430,40043,18671320
SBN,EWR,2,128,150,3,636,315623,18671320
LAX,EWR,131,510194,683519,4154,2454,25434866,18671320
SAT,EWR,24,21718,36266,343,1569,1808267,18671320
MSY,EWR,62,97017,140764,1138,1167,1312039,18671320
MSP,EWR,102,235617,385514,3478,1008,3078253,18671320
SAN,EWR,30,111557,146693,986,2425,2926814,18671320
MKE,EWR,70,67368,128693,2133,725,1528417,18671320
BNA,EWR,44,44048,82749,1312,748,1386743,18671320
LAS,EWR,68,383520,451663,2658,2227,1572924,18671320
ROC,EWR,27,57056,73950,1496,246,1039674,18671320
LEX,EWR,22,5730,9509,244,588,426187,18671320
SNA,EWR,14,75456,118133,952,2433,12717433,18671320
CHS,EWR,18,34534,48101,945,628,576539,18671320
STL,EWR,37,174360,265051,3044,872,2743862,18671320
DSM,EWR,22,13332,23835,517,1016,504107,18671320
CRW,EWR,1,37,37,1,427,306154,18671320
CVG,EWR,93,141206,254920,3414,569,2066256,18671320
MHT,EWR,42,64232,86726,1391,209,393018,18671320
GSO,EWR,41,54123,81531,1350,446,661123,18671320
BHM,EWR,18,17705,34905,702,850,1073439,18671320
MDT,EWR,10,773,970,12,141,516171,18671320
BTV,EWR,23,46705,63429,1286,266,203265,18671320
GSP,EWR,21,25826,48407,984,594,577255,18671320
HSV,EWR,4,1533,3658,95,806,358448,18671320
CKB,EWR,1,155,155,1,336,91117,18671320
PVD,EWR,47,69822,96907,1417,160,1617323,18671320
PIT,EWR,104,161026,322790,3634,319,2400193,18671320
ATL,EWR,132,802724,1106547,7783,745,4673146,18671320
AGS,EWR,18,14295,25885,571,663,509465,18671320
BUF,EWR,64,87791,110269,1577,282,1154212,18671320
DTW,EWR,142,264969,484847,4503,487,8985512,18671320
ORD,EWR,136,658543,982416,8764,719,18572324,18671320
MDW,EWR,62,237809,355723,2260,711,18572324,18671320
IAH,EWR,123,377924,520119,2889,1400,5084017,18671320
HOU,EWR,1,34,59,1,1411,5084017,18671320
RDU,EWR,96,137949,243383,3754,416,889313,18671320
PHX,EWR,50,302342,377754,2732,2133,3600163,18671320
SEA,EWR,65,238690,358588,2264,2401,6277876,18671320
CAE,EWR,22,15081,31353,658,602,673209,18671320
ROA,EWR,1,127,173,1,389,289522,18671320
GEG,EWR,1,57,124,1,2178,430867,18671320
BFI,EWR,1,32,59,1,2400,6277876,18671320
HNL,EWR,13,72890,88065,367,4962,888026,18671320
CMH,EWR,66,92402,153177,2065,462,1678827,18671320
BDL,EWR,23,47258,66559,1325,115,1173575,18671320
MTJ,EWR,6,1336,1979,15,1795,35674,18671320
MCO,EWR,128,480742,633353,3730,938,1803474,18671320
MEM,EWR,59,84382,151096,1868,946,1238075,18671320
LNK,EWR,2,171,180,2,1182,278417,18671320
MSN,EWR,18,9470,17477,381,799,526419,18671320
LBB,EWR,2,180,274,2,1593,259146,18671320
JAC,EWR,2,483,1098,6,1873,25896,18671320
SFB,EWR,1,289,296,2,914,1803474,18671320
OAK,EWR,8,11023,12836,85,2554,4153143,18671320
LAN,EWR,1,210,420,2,557,454600,18671320
SFO,EWR,97,373714,492266,3104,2565,8306286,18671320
MYR,EWR,51,34619,52072,522,550,211086,18671320
PHL,EWR,79,21948,35262,577,81,11575576,18671320
OKC,EWR,13,15438,29320,585,1325,1131487,18671320
JAX,EWR,50,86346,123867,1312,821,1194706,18671320
PBI,EWR,81,251254,311805,1809,1024,5280671,18671320
FLL,EWR,114,382604,507449,2967,1065,5280671,18671320
SLC,EWR,32,89165,133616,909,1968,1016377,18671320
BOS,EWR,122,324738,556016,6400,200,8916374,18671320
DFW,EWR,40,275338,447232,3754,1372,11164066,18671320
DAY,EWR,22,23207,34890,781,533,845508,18671320
DAL,EWR,1,31,175,1,1364,11164066,18671320
MIA,EWR,120,357134,486604,2807,1086,10561342,18671320
AUS,EWR,23,40931,65532,618,1504,1382693,18671320
ALB,EWR,24,39822,53030,1067,143,839741,18671320
TPA,EWR,79,209597,265720,1830,998,2522780,18671320
OMA,EWR,14,21366,37261,744,1133,790535,18671320
TUL,EWR,2,1263,2550,51,1215,876919,18671320
BGR,EWR,7,1451,1653,8,393,147123,18671320
EWR,EWR,2,191,259,2,0,18671320,18671320
TUS,EWR,1,1192,1560,15,2116,903320,18671320
SYR,EWR,48,49582,69531,1364,194,649679,18671320
PDX,EWR,27,56208,67427,433,2433,2034000,18671320
LGA,EWR,7,705,1087,7,17,37342640,18671320
JFK,EWR,13,1523,2646,14,21,37342640,18671320
SAV,EWR,26,28142,36163,700,708,304965,18671320
RIC,EWR,35,43545,74863,1447,278,1139312,18671320
ABE,EWR,22,2853,3345,55,67,765926,18671320
PWM,EWR,27,47901,70098,1333,284,506179,18671320
AVP,EWR,1,34,100,1,93,550507,18671320
SJC,EWR,14,18051,30308,226,2548,1723138,18671320
AVL,EWR,24,15833,26096,589,583,381906,18671320
CLE,EWR,80,152245,242898,1969,404,2136026,18671320
CLT,EWR,92,244590,420285,4279,528,1436890,18671320
BWI,EWR,70,61514,81371,1468,169,2621815,18671320
ANC,EWR,5,11215,15399,84,3370,339131,18671320
BKL,EWR,1,38,63,1,396,2136026,18671320
TYS,EWR,25,14060,30430,622,631,641551,18671320
LAX,OXR,12,20313,51180,1706,49,25434866,783840
CHS,PIA,2,134,150,3,756,576539,364769
STL,PIA,32,43351,81152,2268,137,2743862,364769
DSM,PIA,1,37,50,1,216,504107,364769
GSO,PIA,1,18,50,1,615,661123,364769
MDH,PIA,1,22,33,1,200,58750,364769
LAS,PIA,4,651,874,5,1413,1572924,364769
SAN,PIA,1,132,138,1,1614,2926814,364769
BMI,PIA,5,1035,3808,112,42,157257,364769
BTR,PIA,1,132,156,1,703,719116,364769
MCI,PIA,1,95,100,1,283,1912368,364769
CHA,PIA,1,23,50,1,459,492354,364769
DCA,PIA,1,66,175,1,684,10172752,364769
XNA,PIA,1,20,44,1,392,382645,364769
MSY,PIA,7,666,1017,7,736,1312039,364769
MSP,PIA,12,14289,24514,721,342,3078253,364769
FSD,PIA,1,50,50,1,414,203151,364769
SAT,PIA,1,70,87,1,913,1808267,364769
SGF,PIA,1,27,50,1,309,385508,364769
ATL,PIA,12,32896,52440,1076,564,4673146,364769
IAH,PIA,1,53,87,1,802,5084017,364769
ORD,PIA,52,78301,131886,2702,130,18572324,364769
DTW,PIA,8,3072,6860,191,346,8985512,364769
PHX,PIA,2,368,479,3,1326,3600163,364769
RDU,PIA,1,86,87,1,678,889313,364769
ICT,PIA,2,73,80,2,465,579800,364769
MSN,PIA,1,15,48,1,172,526419,364769
LNK,PIA,1,45,50,1,371,278417,364769
BDL,PIA,1,47,129,1,888,1173575,364769
SFO,PIA,1,127,216,1,1758,8306286,364769
PHL,PIA,1,104,129,1,764,11575576,364769
OKC,PIA,1,39,44,1,564,1131487,364769
BWG,PIA,1,110,156,1,310,108281,364769
JAX,PIA,1,17,50,1,833,1194706,364769
SLC,PIA,2,235,244,2,1167,1016377,364769
LGA,PIA,1,73,200,1,829,37342640,364769
SAV,PIA,1,50,50,1,754,304965,364769
JFK,PIA,1,112,129,1,835,37342640,364769
CMI,PIA,2,36,68,2,86,215601,364769
DFW,PIA,4,194,358,4,673,11164066,364769
LRD,PIA,1,150,170,1,1062,210229,364769
PIA,PIA,2,72,100,2,0,364769,364769
TUS,PIA,1,107,129,1,1319,903320,364769
EKO,PIA,2,208,244,2,1365,44934,364769
MIA,PIA,2,225,345,2,1159,10561342,364769
AUS,PIA,3,152,186,3,844,1382693,364769
OMA,PIA,1,21,30,1,327,790535,364769
TUL,PIA,1,116,129,1,456,876919,364769
LBF,PIR,1,15,19,1,226,35773,19290
MSP,PIR,10,739,1036,30,350,3078253,19290
ABR,PIR,12,9073,21998,647,117,39005,19290
CYS,PIR,1,5,19,1,320,84287,19290
IAH,PUB,2,197,217,2,776,5084017,147931
LEX,PUB,1,47,50,1,1081,426187,147931
FMN,PUB,1,13,19,1,231,119780,147931
LAX,PUB,2,83,100,2,833,25434866,147931
BFF,PUB,1,10,19,1,252,37230,147931
OKC,PUB,7,1101,1383,9,431,1131487,147931
EKO,PUB,5,517,610,5,627,44934,147931
HYS,PUB,1,9,19,1,285,27302,147931
OMA,PUB,1,117,134,1,502,790535,147931
MEM,PUB,1,47,50,1,836,1238075,147931
AMA,PUB,1,8,30,1,261,232791,147931
STL,UIN,12,8260,21147,1113,94,2743862,77406
MKE,UIN,1,42,50,1,269,1528417,77406
EKO,UIN,1,70,122,1,1295,44934,77406
SPI,UIN,1,37,550,11,81,204323,77406
SLC,UIN,2,239,244,2,1095,1016377,77406
BZN,SLN,1,144,148,1,842,74723,59829
GJT,SLN,1,100,120,1,585,124510,59829
SLC,SLN,2,330,352,4,773,1016377,59829
RDD,SLN,1,100,120,1,1315,174417,59829
MHK,SLN,12,2012,16682,878,58,112656,59829
LAS,SLN,1,122,122,1,979,1572924,59829
GBD,SLN,2,20,38,2,72,27777,59829
CPR,SLN,1,99,120,1,542,67957,59829
EKO,SLN,5,525,610,5,973,44934,59829
EWR,SLN,1,36,54,1,1254,18671320,59829
MCI,SLN,7,72,228,12,162,1912368,59829
LAX,SLN,1,122,170,1,1202,25434866,59829
GRR,SLN,1,148,149,1,695,759978,59829
SJC,SLN,1,47,54,1,1323,1723138,59829
ABE,SLN,2,778,1020,6,1187,765926,59829
